date,product_id,product_name,category,units_sold,revenue,average_price,promotion_active,promotion_type,discount_pct,marketing_spend,temperature_c,rainfall_mm,footfall_index,festival,festival_intensity,holiday,competitor_promo,stock_available,stockout_flag,day_of_week,weekend,month,season
2025-04-19,SYR-CHO,Chocolate Syrup,Syrup,61,43.99,0.73,0,None,0.0,0.0,33.1,0.7,121.7,None,0.0,0,0,183,0,5,1,4,Summer
2025-04-20,SYR-CHO,Chocolate Syrup,Syrup,54,39.26,0.73,0,None,0.0,0.0,28.6,3.6,119.5,None,0.0,0,0,173,0,6,1,4,Summer
2025-04-21,SYR-CHO,Chocolate Syrup,Syrup,46,33.23,0.73,0,None,0.0,0.0,32.6,1.0,106.6,None,0.0,0,0,176,0,0,0,4,Summer
2025-04-22,SYR-CHO,Chocolate Syrup,Syrup,50,36.9,0.73,0,None,0.0,0.0,32.3,0.0,106.1,None,0.0,0,0,171,0,1,0,4,Summer
2025-04-23,SYR-CHO,Chocolate Syrup,Syrup,43,31.6,0.73,0,None,0.0,0.0,30.9,0.3,101.1,None,0.0,0,0,98,0,2,0,4,Summer
2025-04-24,SYR-CHO,Chocolate Syrup,Syrup,43,31.51,0.73,0,None,0.0,0.0,29.4,0.1,103.9,None,0.0,0,0,195,0,3,0,4,Summer
2025-04-25,SYR-CHO,Chocolate Syrup,Syrup,43,31.48,0.73,0,None,0.0,0.0,32.2,0.3,104.8,None,0.0,0,0,140,0,4,0,4,Summer
2025-04-26,SYR-CHO,Chocolate Syrup,Syrup,58,42.69,0.73,0,None,0.0,0.0,31.2,0.1,112.3,None,0.0,0,0,233,0,5,1,4,Summer
2025-04-27,SYR-CHO,Chocolate Syrup,Syrup,77,46.47,0.73,1,Festival Promo,18.0,3232.06,32.7,0.4,120.2,None,0.0,0,0,180,0,6,1,4,Summer
2025-04-28,SYR-CHO,Chocolate Syrup,Syrup,44,32.06,0.73,0,None,0.0,0.0,32.4,0.5,114.0,None,0.0,0,0,150,0,0,0,4,Summer
2025-04-29,SYR-CHO,Chocolate Syrup,Syrup,46,33.45,0.73,0,None,0.0,0.0,35.3,0.1,103.5,None,0.0,0,0,160,0,1,0,4,Summer
2025-04-30,SYR-CHO,Chocolate Syrup,Syrup,48,35.14,0.73,0,None,0.0,0.0,32.1,0.0,109.4,None,0.0,0,0,207,0,2,0,4,Summer
2025-05-01,SYR-CHO,Chocolate Syrup,Syrup,44,32.16,0.73,0,None,0.0,0.0,30.7,0.5,102.8,None,0.0,0,0,208,0,3,0,5,Summer
2025-05-02,SYR-CHO,Chocolate Syrup,Syrup,47,35.28,0.73,0,None,0.0,0.0,33.0,0.8,106.5,None,0.0,0,0,160,0,4,0,5,Summer
2025-05-03,SYR-CHO,Chocolate Syrup,Syrup,56,40.82,0.73,0,None,0.0,0.0,33.1,0.5,114.5,None,0.0,0,0,163,0,5,1,5,Summer
2025-05-04,SYR-CHO,Chocolate Syrup,Syrup,59,43.35,0.73,0,None,0.0,0.0,35.2,0.0,121.0,None,0.0,0,0,87,0,6,1,5,Summer
2025-05-05,SYR-CHO,Chocolate Syrup,Syrup,45,33.13,0.73,0,None,0.0,0.0,34.3,0.6,104.6,None,0.0,0,0,75,0,0,0,5,Summer
2025-05-06,SYR-CHO,Chocolate Syrup,Syrup,49,36.47,0.73,0,None,0.0,0.0,33.6,0.4,113.0,None,0.0,0,0,186,0,1,0,5,Summer
2025-05-07,SYR-CHO,Chocolate Syrup,Syrup,45,32.61,0.73,0,None,0.0,0.0,35.6,1.3,106.7,None,0.0,0,0,120,0,2,0,5,Summer
2025-05-08,SYR-CHO,Chocolate Syrup,Syrup,45,33.45,0.73,0,None,0.0,0.0,30.9,0.5,104.7,None,0.0,0,0,134,0,3,0,5,Summer
2025-05-09,SYR-CHO,Chocolate Syrup,Syrup,42,30.67,0.73,0,None,0.0,0.0,32.0,1.5,101.7,None,0.0,0,0,162,0,4,0,5,Summer
2025-05-10,SYR-CHO,Chocolate Syrup,Syrup,55,41.43,0.73,0,None,0.0,0.0,31.5,1.3,119.2,None,0.0,0,0,110,0,5,1,5,Summer
2025-05-11,SYR-CHO,Chocolate Syrup,Syrup,65,44.39,0.73,1,Loyalty Offer,7.0,1296.87,32.5,0.2,122.4,None,0.0,0,0,138,0,6,1,5,Summer
2025-05-12,SYR-CHO,Chocolate Syrup,Syrup,48,34.57,0.73,0,None,0.0,0.0,30.8,0.0,109.2,None,0.0,0,0,74,0,0,0,5,Summer
2025-05-13,SYR-CHO,Chocolate Syrup,Syrup,50,36.46,0.73,0,None,0.0,0.0,34.5,0.2,119.0,None,0.0,0,0,192,0,1,0,5,Summer
2025-05-14,SYR-CHO,Chocolate Syrup,Syrup,49,36.38,0.73,0,None,0.0,0.0,33.0,1.9,115.0,None,0.0,0,0,150,0,2,0,5,Summer
2025-05-15,SYR-CHO,Chocolate Syrup,Syrup,46,33.64,0.73,0,None,0.0,0.0,30.8,0.0,106.2,None,0.0,0,0,96,0,3,0,5,Summer
2025-05-16,SYR-CHO,Chocolate Syrup,Syrup,41,29.92,0.73,0,None,0.0,0.0,31.7,2.3,106.2,None,0.0,0,0,156,0,4,0,5,Summer
2025-05-17,SYR-CHO,Chocolate Syrup,Syrup,63,43.15,0.73,1,Loyalty Offer,7.0,1298.58,34.1,0.2,120.1,None,0.0,0,0,105,0,5,1,5,Summer
2025-05-18,SYR-CHO,Chocolate Syrup,Syrup,65,43.95,0.73,1,Loyalty Offer,7.0,1298.58,35.1,0.6,113.5,None,0.0,0,0,209,0,6,1,5,Summer
2025-05-19,SYR-CHO,Chocolate Syrup,Syrup,57,38.59,0.73,1,Loyalty Offer,7.0,1298.58,37.3,0.9,113.5,None,0.0,0,0,113,0,0,0,5,Summer
2025-05-20,SYR-CHO,Chocolate Syrup,Syrup,48,34.63,0.73,0,None,0.0,0.0,39.0,0.0,109.4,None,0.0,0,0,111,0,1,0,5,Summer
2025-05-21,SYR-CHO,Chocolate Syrup,Syrup,46,34.25,0.73,0,None,0.0,0.0,34.5,0.1,108.8,None,0.0,0,0,206,0,2,0,5,Summer
2025-05-22,SYR-CHO,Chocolate Syrup,Syrup,46,33.05,0.73,0,None,0.0,0.0,32.0,0.1,110.9,None,0.0,0,0,184,0,3,0,5,Summer
2025-05-23,SYR-CHO,Chocolate Syrup,Syrup,46,33.61,0.73,0,None,0.0,0.0,30.0,1.2,116.1,None,0.0,0,0,174,0,4,0,5,Summer
2025-05-24,SYR-CHO,Chocolate Syrup,Syrup,59,43.25,0.73,0,None,0.0,0.0,34.4,1.0,118.3,None,0.0,0,0,175,0,5,1,5,Summer
2025-05-25,SYR-CHO,Chocolate Syrup,Syrup,58,42.26,0.73,0,None,0.0,0.0,32.5,0.3,116.8,None,0.0,0,0,161,0,6,1,5,Summer
2025-05-26,SYR-CHO,Chocolate Syrup,Syrup,47,33.72,0.73,0,None,0.0,0.0,33.2,1.6,114.8,None,0.0,0,0,97,0,0,0,5,Summer
2025-05-27,SYR-CHO,Chocolate Syrup,Syrup,48,34.54,0.73,0,None,0.0,0.0,32.9,2.1,112.1,None,0.0,0,0,116,0,1,0,5,Summer
2025-05-28,SYR-CHO,Chocolate Syrup,Syrup,48,35.17,0.73,0,None,0.0,0.0,33.8,2.7,105.6,None,0.0,0,0,222,0,2,0,5,Summer
2025-05-29,SYR-CHO,Chocolate Syrup,Syrup,49,35.33,0.73,0,None,0.0,0.0,36.0,0.2,107.1,None,0.0,0,0,215,0,3,0,5,Summer
2025-05-30,SYR-CHO,Chocolate Syrup,Syrup,51,36.19,0.73,0,None,0.0,0.0,34.4,0.1,108.0,None,0.0,0,0,187,0,4,0,5,Summer
2025-05-31,SYR-CHO,Chocolate Syrup,Syrup,57,41.66,0.73,0,None,0.0,0.0,33.9,0.3,118.8,None,0.0,0,0,219,0,5,1,5,Summer
2025-06-01,SYR-CHO,Chocolate Syrup,Syrup,57,41.02,0.73,0,None,0.0,0.0,32.3,2.3,110.1,None,0.0,0,0,205,0,6,1,6,Monsoon
2025-06-02,SYR-CHO,Chocolate Syrup,Syrup,42,30.77,0.73,0,None,0.0,0.0,31.2,11.1,99.1,None,0.0,0,0,125,0,0,0,6,Monsoon
2025-06-03,SYR-CHO,Chocolate Syrup,Syrup,54,35.24,0.73,1,Weekend Flash,10.0,1793.58,33.4,2.9,102.3,None,0.0,0,0,188,0,1,0,6,Monsoon
2025-06-04,SYR-CHO,Chocolate Syrup,Syrup,50,32.6,0.73,1,Weekend Flash,10.0,1793.58,34.2,3.8,101.9,None,0.0,0,0,190,0,2,0,6,Monsoon
2025-06-05,SYR-CHO,Chocolate Syrup,Syrup,56,36.63,0.73,1,Weekend Flash,10.0,1793.58,37.5,2.3,103.4,None,0.0,0,0,98,0,3,0,6,Monsoon
2025-06-06,SYR-CHO,Chocolate Syrup,Syrup,49,35.09,0.73,0,None,0.0,0.0,34.6,1.6,109.7,None,0.0,0,0,215,0,4,0,6,Monsoon
2025-06-07,SYR-CHO,Chocolate Syrup,Syrup,51,36.66,0.73,0,None,0.0,0.0,36.1,7.0,115.6,None,0.0,0,0,149,0,5,1,6,Monsoon
2025-06-08,SYR-CHO,Chocolate Syrup,Syrup,57,41.24,0.73,0,None,0.0,0.0,33.5,1.3,117.4,None,0.0,0,0,127,0,6,1,6,Monsoon
2025-06-09,SYR-CHO,Chocolate Syrup,Syrup,47,33.63,0.73,0,None,0.0,0.0,32.3,7.2,100.2,None,0.0,0,0,142,0,0,0,6,Monsoon
2025-06-10,SYR-CHO,Chocolate Syrup,Syrup,47,34.38,0.73,0,None,0.0,0.0,32.7,7.0,103.9,None,0.0,0,0,119,0,1,0,6,Monsoon
2025-06-11,SYR-CHO,Chocolate Syrup,Syrup,44,31.78,0.73,0,None,0.0,0.0,33.1,5.5,109.1,None,0.0,0,0,117,0,2,0,6,Monsoon
2025-06-12,SYR-CHO,Chocolate Syrup,Syrup,49,34.9,0.72,0,None,0.0,0.0,38.3,4.1,109.0,None,0.0,0,0,156,0,3,0,6,Monsoon
2025-06-13,SYR-CHO,Chocolate Syrup,Syrup,46,33.11,0.72,0,None,0.0,0.0,33.0,3.4,102.3,None,0.0,0,1,225,0,4,0,6,Monsoon
2025-06-14,SYR-CHO,Chocolate Syrup,Syrup,58,42.06,0.72,0,None,0.0,0.0,36.0,2.0,116.7,None,0.0,0,1,143,0,5,1,6,Monsoon
2025-06-15,SYR-CHO,Chocolate Syrup,Syrup,67,44.39,0.72,1,Bundle Offer,8.0,2121.93,32.9,18.4,126.7,None,0.0,0,0,121,0,6,1,6,Monsoon
2025-06-16,SYR-CHO,Chocolate Syrup,Syrup,56,37.47,0.72,1,Bundle Offer,8.0,2121.93,36.2,5.3,105.6,None,0.0,0,1,197,0,0,0,6,Monsoon
2025-06-17,SYR-CHO,Chocolate Syrup,Syrup,61,36.44,0.72,1,Festival Promo,18.0,3410.75,35.2,5.1,102.1,None,0.0,0,0,128,0,1,0,6,Monsoon
2025-06-18,SYR-CHO,Chocolate Syrup,Syrup,59,36.0,0.72,1,Festival Promo,18.0,3410.75,34.2,2.5,104.6,None,0.0,0,0,164,0,2,0,6,Monsoon
2025-06-19,SYR-CHO,Chocolate Syrup,Syrup,59,36.76,0.72,1,Mango Festival,15.0,2620.09,34.4,17.0,105.8,None,0.0,0,1,119,0,3,0,6,Monsoon
2025-06-20,SYR-CHO,Chocolate Syrup,Syrup,49,34.72,0.72,0,None,0.0,0.0,33.3,3.6,104.5,None,0.0,0,0,102,0,4,0,6,Monsoon
2025-06-21,SYR-CHO,Chocolate Syrup,Syrup,56,40.29,0.72,0,None,0.0,0.0,35.3,7.8,115.0,None,0.0,0,0,116,0,5,1,6,Monsoon
2025-06-22,SYR-CHO,Chocolate Syrup,Syrup,52,37.44,0.72,0,None,0.0,0.0,33.7,9.1,107.8,None,0.0,0,0,129,0,6,1,6,Monsoon
2025-06-23,SYR-CHO,Chocolate Syrup,Syrup,47,34.17,0.72,0,None,0.0,0.0,32.3,7.0,100.1,None,0.0,0,0,219,0,0,0,6,Monsoon
2025-06-24,SYR-CHO,Chocolate Syrup,Syrup,49,34.98,0.72,0,None,0.0,0.0,32.2,1.3,104.1,None,0.0,0,0,176,0,1,0,6,Monsoon
2025-06-25,SYR-CHO,Chocolate Syrup,Syrup,50,35.85,0.72,0,None,0.0,0.0,34.8,10.8,103.9,None,0.0,0,0,181,0,2,0,6,Monsoon
2025-06-26,SYR-CHO,Chocolate Syrup,Syrup,60,34.96,0.72,1,Festival Promo,18.0,3082.36,37.3,3.5,101.8,None,0.0,0,0,88,0,3,0,6,Monsoon
2025-06-27,SYR-CHO,Chocolate Syrup,Syrup,53,31.11,0.72,1,Festival Promo,18.0,3082.36,34.8,11.9,103.6,None,0.0,0,0,74,0,4,0,6,Monsoon
2025-06-28,SYR-CHO,Chocolate Syrup,Syrup,69,40.51,0.72,1,Festival Promo,18.0,3082.36,34.2,6.0,114.7,None,0.0,0,1,143,0,5,1,6,Monsoon
2025-06-29,SYR-CHO,Chocolate Syrup,Syrup,56,40.2,0.72,0,None,0.0,0.0,35.0,9.5,118.7,None,0.0,0,0,218,0,6,1,6,Monsoon
2025-06-30,SYR-CHO,Chocolate Syrup,Syrup,47,33.38,0.72,0,None,0.0,0.0,36.8,16.2,103.6,None,0.0,0,0,69,0,0,0,6,Monsoon
2025-07-01,SYR-CHO,Chocolate Syrup,Syrup,51,37.16,0.72,0,None,0.0,0.0,34.8,10.5,106.0,None,0.0,0,0,193,0,1,0,7,Monsoon
2025-07-02,SYR-CHO,Chocolate Syrup,Syrup,53,33.77,0.72,1,Payday Campaign,12.0,2588.04,33.6,9.7,101.2,None,0.0,0,0,204,0,2,0,7,Monsoon
2025-07-03,SYR-CHO,Chocolate Syrup,Syrup,62,38.58,0.72,1,Payday Campaign,12.0,2588.04,36.4,11.2,106.6,None,0.0,0,0,126,0,3,0,7,Monsoon
2025-07-04,SYR-CHO,Chocolate Syrup,Syrup,56,35.46,0.72,1,Payday Campaign,12.0,2588.04,35.1,2.8,105.5,None,0.0,0,1,94,0,4,0,7,Monsoon
2025-07-05,SYR-CHO,Chocolate Syrup,Syrup,65,42.2,0.72,1,Bundle Offer,8.0,2215.4,37.1,12.3,117.9,None,0.0,0,0,109,0,5,1,7,Monsoon
2025-07-06,SYR-CHO,Chocolate Syrup,Syrup,68,45.7,0.72,1,Bundle Offer,8.0,2215.4,34.6,4.9,117.0,None,0.0,0,0,100,0,6,1,7,Monsoon
2025-07-07,SYR-CHO,Chocolate Syrup,Syrup,56,37.74,0.72,1,Bundle Offer,8.0,2215.4,32.1,5.1,106.2,None,0.0,0,0,210,0,0,0,7,Monsoon
2025-07-08,SYR-CHO,Chocolate Syrup,Syrup,47,33.74,0.72,0,None,0.0,0.0,31.8,6.8,102.7,None,0.0,0,0,192,0,1,0,7,Monsoon
2025-07-09,SYR-CHO,Chocolate Syrup,Syrup,45,31.99,0.72,0,None,0.0,0.0,37.2,4.5,104.3,None,0.0,0,0,172,0,2,0,7,Monsoon
2025-07-10,SYR-CHO,Chocolate Syrup,Syrup,49,34.9,0.72,0,None,0.0,0.0,37.3,2.2,108.2,None,0.0,0,0,83,0,3,0,7,Monsoon
2025-07-11,SYR-CHO,Chocolate Syrup,Syrup,44,31.41,0.72,0,None,0.0,0.0,33.8,6.4,99.5,None,0.0,0,0,216,0,4,0,7,Monsoon
2025-07-12,SYR-CHO,Chocolate Syrup,Syrup,53,37.98,0.72,0,None,0.0,0.0,33.4,5.1,109.5,None,0.0,0,0,182,0,5,1,7,Monsoon
2025-07-13,SYR-CHO,Chocolate Syrup,Syrup,56,40.82,0.72,0,None,0.0,0.0,36.7,4.9,113.4,None,0.0,0,0,208,0,6,1,7,Monsoon
2025-07-14,SYR-CHO,Chocolate Syrup,Syrup,44,31.91,0.72,0,None,0.0,0.0,32.1,5.8,104.5,None,0.0,0,0,124,0,0,0,7,Monsoon
2025-07-15,SYR-CHO,Chocolate Syrup,Syrup,47,34.08,0.72,0,None,0.0,0.0,32.4,5.0,98.1,None,0.0,0,0,98,0,1,0,7,Monsoon
2025-07-16,SYR-CHO,Chocolate Syrup,Syrup,45,32.31,0.72,0,None,0.0,0.0,35.1,17.7,101.8,None,0.0,0,0,196,0,2,0,7,Monsoon
2025-07-17,SYR-CHO,Chocolate Syrup,Syrup,45,31.78,0.72,0,None,0.0,0.0,33.2,16.7,101.5,None,0.0,0,0,73,0,3,0,7,Monsoon
2025-07-18,SYR-CHO,Chocolate Syrup,Syrup,43,30.5,0.72,0,None,0.0,0.0,33.9,6.5,90.8,None,0.0,0,0,92,0,4,0,7,Monsoon
2025-07-19,SYR-CHO,Chocolate Syrup,Syrup,58,41.54,0.72,0,None,0.0,0.0,33.5,6.4,110.6,None,0.0,0,0,102,0,5,1,7,Monsoon
2025-07-20,SYR-CHO,Chocolate Syrup,Syrup,54,38.08,0.72,0,None,0.0,0.0,34.4,0.2,110.8,None,0.0,0,1,87,0,6,1,7,Monsoon
2025-07-21,SYR-CHO,Chocolate Syrup,Syrup,49,35.18,0.72,0,None,0.0,0.0,36.3,3.7,100.7,None,0.0,0,1,157,0,0,0,7,Monsoon
2025-07-22,SYR-CHO,Chocolate Syrup,Syrup,50,36.1,0.72,0,None,0.0,0.0,33.9,11.1,108.4,None,0.0,0,0,106,0,1,0,7,Monsoon
2025-07-23,SYR-CHO,Chocolate Syrup,Syrup,44,31.66,0.71,0,None,0.0,0.0,34.8,4.4,95.1,None,0.0,0,0,218,0,2,0,7,Monsoon
2025-07-24,SYR-CHO,Chocolate Syrup,Syrup,43,30.91,0.71,0,None,0.0,0.0,29.9,14.1,96.9,None,0.0,0,1,212,0,3,0,7,Monsoon
2025-07-25,SYR-CHO,Chocolate Syrup,Syrup,43,30.03,0.71,0,None,0.0,0.0,33.5,13.4,87.8,None,0.0,0,0,89,0,4,0,7,Monsoon
2025-07-26,SYR-CHO,Chocolate Syrup,Syrup,55,39.91,0.71,0,None,0.0,0.0,32.0,3.7,108.4,None,0.0,0,0,207,0,5,1,7,Monsoon
2025-07-27,SYR-CHO,Chocolate Syrup,Syrup,53,37.13,0.71,0,None,0.0,0.0,31.2,7.0,108.7,None,0.0,0,0,79,0,6,1,7,Monsoon
2025-07-28,SYR-CHO,Chocolate Syrup,Syrup,44,31.34,0.71,0,None,0.0,0.0,31.8,18.8,97.9,None,0.0,0,0,109,0,0,0,7,Monsoon
2025-07-29,SYR-CHO,Chocolate Syrup,Syrup,47,33.78,0.71,0,None,0.0,0.0,32.7,1.2,105.9,None,0.0,0,0,172,0,1,0,7,Monsoon
2025-07-30,SYR-CHO,Chocolate Syrup,Syrup,52,33.52,0.71,1,Weekend Flash,10.0,1538.36,34.9,4.5,104.5,None,0.0,0,0,104,0,2,0,7,Monsoon
2025-07-31,SYR-CHO,Chocolate Syrup,Syrup,51,33.3,0.71,1,Loyalty Offer,7.0,1362.72,30.8,1.1,100.5,None,0.0,0,0,83,0,3,0,7,Monsoon
2025-08-01,SYR-CHO,Chocolate Syrup,Syrup,47,33.06,0.71,0,None,0.0,0.0,33.2,2.6,98.1,None,0.0,0,0,92,0,4,0,8,Monsoon
2025-08-02,SYR-CHO,Chocolate Syrup,Syrup,55,39.33,0.71,0,None,0.0,0.0,32.2,22.8,114.9,None,0.0,0,0,180,0,5,1,8,Monsoon
2025-08-03,SYR-CHO,Chocolate Syrup,Syrup,57,40.86,0.71,0,None,0.0,0.0,32.4,4.5,109.6,None,0.0,0,0,112,0,6,1,8,Monsoon
2025-08-04,SYR-CHO,Chocolate Syrup,Syrup,45,31.62,0.71,0,None,0.0,0.0,34.8,0.5,95.4,None,0.0,0,0,104,0,0,0,8,Monsoon
2025-08-05,SYR-CHO,Chocolate Syrup,Syrup,44,31.47,0.71,0,None,0.0,0.0,33.9,2.2,90.8,None,0.0,0,0,96,0,1,0,8,Monsoon
2025-08-06,SYR-CHO,Chocolate Syrup,Syrup,43,30.05,0.71,0,None,0.0,0.0,35.2,0.9,97.1,None,0.0,0,0,204,0,2,0,8,Monsoon
2025-08-07,SYR-CHO,Chocolate Syrup,Syrup,45,32.26,0.71,0,None,0.0,0.0,32.5,7.2,102.9,None,0.0,0,0,207,0,3,0,8,Monsoon
2025-08-08,SYR-CHO,Chocolate Syrup,Syrup,51,35.89,0.71,0,None,0.0,0.0,31.4,9.0,110.4,None,0.0,0,0,199,0,4,0,8,Monsoon
2025-08-09,SYR-CHO,Chocolate Syrup,Syrup,60,42.71,0.71,0,None,0.0,0.0,32.2,12.5,122.2,Raksha Bandhan,1.0,1,0,83,0,5,1,8,Monsoon
2025-08-10,SYR-CHO,Chocolate Syrup,Syrup,53,37.64,0.71,0,None,0.0,0.0,33.0,10.6,104.9,None,0.0,0,0,113,0,6,1,8,Monsoon
2025-08-11,SYR-CHO,Chocolate Syrup,Syrup,42,30.27,0.71,0,None,0.0,0.0,32.8,1.3,92.7,None,0.0,0,0,202,0,0,0,8,Monsoon
2025-08-12,SYR-CHO,Chocolate Syrup,Syrup,48,31.81,0.71,1,Loyalty Offer,7.0,1560.62,30.4,8.6,101.2,None,0.0,0,1,156,0,1,0,8,Monsoon
2025-08-13,SYR-CHO,Chocolate Syrup,Syrup,49,32.14,0.71,1,Loyalty Offer,7.0,1560.62,32.5,5.6,89.5,None,0.0,0,0,75,0,2,0,8,Monsoon
2025-08-14,SYR-CHO,Chocolate Syrup,Syrup,48,34.24,0.71,0,None,0.0,0.0,32.7,13.9,100.9,None,0.0,0,1,107,0,3,0,8,Monsoon
2025-08-15,SYR-CHO,Chocolate Syrup,Syrup,50,36.41,0.71,0,None,0.0,0.0,36.7,11.6,113.8,Independence Day,0.9,1,0,202,0,4,0,8,Monsoon
2025-08-16,SYR-CHO,Chocolate Syrup,Syrup,54,38.67,0.71,0,None,0.0,0.0,35.5,25.0,110.1,None,0.0,0,0,214,0,5,1,8,Monsoon
2025-08-17,SYR-CHO,Chocolate Syrup,Syrup,51,36.17,0.71,0,None,0.0,0.0,30.5,2.4,106.7,None,0.0,0,0,139,0,6,1,8,Monsoon
2025-08-18,SYR-CHO,Chocolate Syrup,Syrup,47,33.01,0.71,0,None,0.0,0.0,31.4,2.0,100.5,None,0.0,0,0,91,0,0,0,8,Monsoon
2025-08-19,SYR-CHO,Chocolate Syrup,Syrup,43,30.28,0.71,0,None,0.0,0.0,29.2,4.0,98.4,None,0.0,0,0,75,0,1,0,8,Monsoon
2025-08-20,SYR-CHO,Chocolate Syrup,Syrup,42,30.03,0.71,0,None,0.0,0.0,30.7,5.8,93.5,None,0.0,0,0,98,0,2,0,8,Monsoon
2025-08-21,SYR-CHO,Chocolate Syrup,Syrup,46,32.27,0.71,0,None,0.0,0.0,32.3,3.2,106.5,None,0.0,0,0,193,0,3,0,8,Monsoon
2025-08-22,SYR-CHO,Chocolate Syrup,Syrup,51,36.15,0.71,0,None,0.0,0.0,33.8,2.6,95.4,None,0.0,0,0,203,0,4,0,8,Monsoon
2025-08-23,SYR-CHO,Chocolate Syrup,Syrup,65,43.11,0.71,1,Bundle Offer,8.0,2002.59,30.2,8.2,110.9,None,0.0,0,0,126,0,5,1,8,Monsoon
2025-08-24,SYR-CHO,Chocolate Syrup,Syrup,54,38.33,0.71,0,None,0.0,0.0,30.3,4.0,94.8,None,0.0,0,0,230,0,6,1,8,Monsoon
2025-08-25,SYR-CHO,Chocolate Syrup,Syrup,46,29.91,0.71,1,Loyalty Offer,7.0,1457.49,27.5,3.1,103.1,None,0.0,0,0,206,0,0,0,8,Monsoon
2025-08-26,SYR-CHO,Chocolate Syrup,Syrup,53,35.82,0.71,1,Loyalty Offer,7.0,1457.49,31.0,1.3,104.0,None,0.0,0,1,231,0,1,0,8,Monsoon
2025-08-27,SYR-CHO,Chocolate Syrup,Syrup,42,30.37,0.71,0,None,0.0,0.0,29.3,0.2,96.6,None,0.0,0,0,182,0,2,0,8,Monsoon
2025-08-28,SYR-CHO,Chocolate Syrup,Syrup,45,32.05,0.71,0,None,0.0,0.0,30.1,17.1,99.2,None,0.0,0,0,156,0,3,0,8,Monsoon
2025-08-29,SYR-CHO,Chocolate Syrup,Syrup,46,33.06,0.71,0,None,0.0,0.0,29.4,16.7,99.0,None,0.0,0,0,223,0,4,0,8,Monsoon
2025-08-30,SYR-CHO,Chocolate Syrup,Syrup,53,37.39,0.71,0,None,0.0,0.0,30.7,11.8,102.9,None,0.0,0,0,183,0,5,1,8,Monsoon
2025-08-31,SYR-CHO,Chocolate Syrup,Syrup,49,34.97,0.71,0,None,0.0,0.0,27.7,9.8,108.7,None,0.0,0,1,202,0,6,1,8,Monsoon
2025-09-01,SYR-CHO,Chocolate Syrup,Syrup,47,30.44,0.71,1,Bundle Offer,8.0,2345.12,28.1,3.6,91.8,None,0.0,0,0,131,0,0,0,9,Monsoon
2025-09-02,SYR-CHO,Chocolate Syrup,Syrup,55,35.21,0.71,1,Bundle Offer,8.0,2345.12,34.5,10.1,92.7,None,0.0,0,0,113,0,1,0,9,Monsoon
2025-09-03,SYR-CHO,Chocolate Syrup,Syrup,52,34.89,0.71,1,Bundle Offer,8.0,2345.12,28.2,1.9,101.3,None,0.0,0,0,163,0,2,0,9,Monsoon
2025-09-04,SYR-CHO,Chocolate Syrup,Syrup,44,30.59,0.71,0,None,0.0,0.0,28.5,6.8,100.4,None,0.0,0,0,129,0,3,0,9,Monsoon
2025-09-05,SYR-CHO,Chocolate Syrup,Syrup,46,32.64,0.71,0,None,0.0,0.0,33.7,2.8,91.9,None,0.0,0,0,122,0,4,0,9,Monsoon
2025-09-06,SYR-CHO,Chocolate Syrup,Syrup,55,39.01,0.71,0,None,0.0,0.0,35.5,10.1,101.6,None,0.0,0,1,186,0,5,1,9,Monsoon
2025-09-07,SYR-CHO,Chocolate Syrup,Syrup,51,36.27,0.71,0,None,0.0,0.0,28.1,19.7,102.0,None,0.0,0,0,168,0,6,1,9,Monsoon
2025-09-08,SYR-CHO,Chocolate Syrup,Syrup,57,33.0,0.71,1,Festival Promo,18.0,2991.56,29.4,2.2,98.8,None,0.0,0,0,127,0,0,0,9,Monsoon
2025-09-09,SYR-CHO,Chocolate Syrup,Syrup,56,32.42,0.71,1,Festival Promo,18.0,2991.56,30.6,3.8,90.0,None,0.0,0,0,114,0,1,0,9,Monsoon
2025-09-10,SYR-CHO,Chocolate Syrup,Syrup,58,33.66,0.71,1,Festival Promo,18.0,2991.56,33.0,6.7,96.7,None,0.0,0,0,165,0,2,0,9,Monsoon
2025-09-11,SYR-CHO,Chocolate Syrup,Syrup,54,31.46,0.71,1,Festival Promo,18.0,2991.56,28.0,0.6,98.5,None,0.0,0,0,126,0,3,0,9,Monsoon
2025-09-12,SYR-CHO,Chocolate Syrup,Syrup,43,30.37,0.71,0,None,0.0,0.0,29.3,1.0,94.2,None,0.0,0,0,101,0,4,0,9,Monsoon
2025-09-13,SYR-CHO,Chocolate Syrup,Syrup,53,37.4,0.71,0,None,0.0,0.0,31.0,19.3,109.6,None,0.0,0,0,108,0,5,1,9,Monsoon
2025-09-14,SYR-CHO,Chocolate Syrup,Syrup,51,35.45,0.71,0,None,0.0,0.0,30.3,8.2,102.9,None,0.0,0,0,177,0,6,1,9,Monsoon
2025-09-15,SYR-CHO,Chocolate Syrup,Syrup,44,31.82,0.71,0,None,0.0,0.0,28.8,3.4,93.3,None,0.0,0,0,130,0,0,0,9,Monsoon
2025-09-16,SYR-CHO,Chocolate Syrup,Syrup,41,29.14,0.71,0,None,0.0,0.0,29.1,6.1,89.4,None,0.0,0,0,115,0,1,0,9,Monsoon
2025-09-17,SYR-CHO,Chocolate Syrup,Syrup,44,31.14,0.71,0,None,0.0,0.0,26.8,4.0,99.3,None,0.0,0,0,82,0,2,0,9,Monsoon
