date,content_id,content_category,viewers,watch_hours,sessions,release_event,release_active,marketing_campaign,festival,festival_intensity,holiday,weekend,day_of_week,month,competitor_major_release,subscription_price_index
2026-05-27,REALITY,Reality Shows,6984,6303.6,10096,None,0,0,None,0.0,0,0,2,5,0,101.15
2026-05-28,REALITY,Reality Shows,7762,10621.3,9436,None,0,0,None,0.0,0,0,3,5,0,101.12
2026-05-29,REALITY,Reality Shows,7977,10107.4,11255,None,0,0,None,0.0,0,0,4,5,0,101.09
2026-05-30,REALITY,Reality Shows,11371,15702.1,15441,Season Premiere,1,0,None,0.0,0,1,5,5,0,101.06
2026-05-31,REALITY,Reality Shows,8157,12504.8,9721,None,0,0,None,0.0,0,1,6,5,0,101.04
2026-06-01,REALITY,Reality Shows,7108,7714.1,8200,None,0,0,None,0.0,0,0,0,6,0,101.01
2026-06-02,REALITY,Reality Shows,8247,9878.1,10161,None,0,1,None,0.0,0,0,1,6,0,100.98
2026-06-03,REALITY,Reality Shows,8110,10291.0,9600,None,0,0,None,0.0,0,0,2,6,0,100.95
2026-06-04,REALITY,Reality Shows,8066,12222.4,10265,None,0,0,None,0.0,0,0,3,6,0,100.92
2026-06-05,REALITY,Reality Shows,7441,9407.0,7901,None,0,0,None,0.0,0,0,4,6,0,100.88
2026-06-06,REALITY,Reality Shows,8709,9308.8,11315,None,0,0,None,0.0,0,1,5,6,0,100.85
2026-06-07,REALITY,Reality Shows,8408,13593.3,11813,None,0,0,None,0.0,0,1,6,6,0,100.82
2026-06-08,REALITY,Reality Shows,8737,8301.6,9959,None,0,0,None,0.0,0,0,0,6,0,100.79
2026-06-09,REALITY,Reality Shows,11989,16922.6,14237,Season Premiere,1,1,None,0.0,0,0,1,6,0,100.76
2026-06-10,REALITY,Reality Shows,10083,11539.0,14265,Season Premiere,1,0,None,0.0,0,0,2,6,0,100.73
2026-06-11,REALITY,Reality Shows,7543,9732.0,10022,None,0,0,None,0.0,0,0,3,6,0,100.69
2026-06-12,REALITY,Reality Shows,6963,11652.2,7348,None,0,0,None,0.0,0,0,4,6,0,100.66
2026-06-13,REALITY,Reality Shows,8881,12213.8,10783,None,0,0,None,0.0,0,1,5,6,0,100.63
2026-06-14,REALITY,Reality Shows,9450,13589.7,10381,None,0,0,None,0.0,0,1,6,6,0,100.6
2026-06-15,REALITY,Reality Shows,7525,10695.4,8610,None,0,0,None,0.0,0,0,0,6,0,100.56
2026-06-16,REALITY,Reality Shows,8004,11805.6,10861,None,0,0,None,0.0,0,0,1,6,0,100.53
2026-06-17,REALITY,Reality Shows,9393,11790.3,10191,Live Sports Final,1,0,None,0.0,0,0,2,6,0,100.5
2026-06-18,REALITY,Reality Shows,7147,6530.6,8453,None,0,0,None,0.0,0,0,3,6,0,100.46
2026-06-19,REALITY,Reality Shows,7663,12351.6,8533,None,0,0,None,0.0,0,0,4,6,0,100.43
2026-06-20,REALITY,Reality Shows,7853,10594.8,10660,None,0,0,None,0.0,0,1,5,6,0,100.4
2026-06-21,REALITY,Reality Shows,8921,14547.0,10752,None,0,0,None,0.0,0,1,6,6,0,100.36
2026-06-22,REALITY,Reality Shows,7468,11121.1,9281,None,0,0,None,0.0,0,0,0,6,0,100.33
2026-06-23,REALITY,Reality Shows,7765,11667.3,8574,None,0,0,None,0.0,0,0,1,6,0,100.3
2026-06-24,REALITY,Reality Shows,7507,10675.2,10607,None,0,0,None,0.0,0,0,2,6,0,100.26
2026-06-25,REALITY,Reality Shows,7542,12589.8,10538,None,0,0,None,0.0,0,0,3,6,0,100.23
2026-06-26,REALITY,Reality Shows,9091,13958.8,12414,Season Premiere,1,0,None,0.0,0,0,4,6,0,100.19
2026-06-27,REALITY,Reality Shows,11390,14219.0,15748,Season Premiere,1,0,None,0.0,0,1,5,6,0,100.16
2026-06-28,REALITY,Reality Shows,9018,10088.7,13060,None,0,0,None,0.0,0,1,6,6,0,100.12
2026-06-29,REALITY,Reality Shows,6933,8431.9,8774,None,0,0,None,0.0,0,0,0,6,0,100.09
2026-06-30,REALITY,Reality Shows,7147,7471.7,9985,None,0,0,None,0.0,0,0,1,6,0,100.06
2026-07-01,REALITY,Reality Shows,7415,8086.4,10385,None,0,0,None,0.0,0,0,2,7,0,100.02
2026-07-02,REALITY,Reality Shows,7461,7684.4,9266,None,0,0,None,0.0,0,0,3,7,0,99.99
2026-07-03,REALITY,Reality Shows,7982,7548.1,8945,None,0,0,None,0.0,0,0,4,7,0,99.95
2026-07-04,REALITY,Reality Shows,8890,10796.6,11353,None,0,0,None,0.0,0,1,5,7,0,99.92
2026-07-05,REALITY,Reality Shows,8455,12745.5,11532,None,0,0,None,0.0,0,1,6,7,0,99.88
2026-07-06,REALITY,Reality Shows,6795,6491.9,8959,None,0,0,None,0.0,0,0,0,7,0,99.85
2026-07-07,REALITY,Reality Shows,9134,12910.4,12210,None,0,0,None,0.0,0,0,1,7,0,99.82
2026-07-08,REALITY,Reality Shows,7656,12891.5,8614,None,0,0,None,0.0,0,0,2,7,0,99.78
2026-07-09,REALITY,Reality Shows,8086,10216.2,8828,None,0,0,None,0.0,0,0,3,7,0,99.75
2026-07-10,REALITY,Reality Shows,9222,10340.9,10816,New Episode,1,0,None,0.0,0,0,4,7,0,99.71
2026-07-11,REALITY,Reality Shows,8605,12027.7,10900,None,0,0,None,0.0,0,1,5,7,0,99.68
2026-07-12,REALITY,Reality Shows,8587,12425.6,9753,None,0,0,None,0.0,0,1,6,7,0,99.64
2026-07-13,REALITY,Reality Shows,7415,8413.2,8356,None,0,0,None,0.0,0,0,0,7,0,99.61
2026-07-14,REALITY,Reality Shows,8025,9784.5,11589,None,0,0,None,0.0,0,0,1,7,0,99.58
2026-07-15,REALITY,Reality Shows,7515,12411.4,10161,None,0,0,None,0.0,0,0,2,7,1,99.54
2026-07-16,REALITY,Reality Shows,7436,9825.4,8878,None,0,0,None,0.0,0,0,3,7,0,99.51
2026-07-17,REALITY,Reality Shows,7641,12909.4,8398,None,0,0,None,0.0,0,0,4,7,0,99.48
2026-07-18,REALITY,Reality Shows,8808,11512.9,9778,None,0,0,None,0.0,0,1,5,7,0,99.44
2026-07-19,REALITY,Reality Shows,8204,8459.1,9916,None,0,0,None,0.0,0,1,6,7,0,99.41
2026-07-20,REALITY,Reality Shows,8136,12522.0,9229,None,0,0,None,0.0,0,0,0,7,0,99.38
2026-07-21,REALITY,Reality Shows,7369,11694.8,7807,None,0,0,None,0.0,0,0,1,7,0,99.35
2026-07-22,REALITY,Reality Shows,10358,9574.6,14221,Season Premiere,1,0,None,0.0,0,0,2,7,0,99.31
2026-07-23,REALITY,Reality Shows,8388,9116.6,9681,None,0,0,None,0.0,0,0,3,7,0,99.28
2026-07-24,REALITY,Reality Shows,9080,11443.2,12659,None,0,0,None,0.0,0,0,4,7,0,99.25
2026-07-25,REALITY,Reality Shows,9035,14783.5,12887,None,0,0,None,0.0,0,1,5,7,0,99.22
2026-07-26,REALITY,Reality Shows,7953,12784.5,9889,None,0,0,None,0.0,0,1,6,7,0,99.19
2026-07-27,REALITY,Reality Shows,7519,10699.1,8654,None,0,0,None,0.0,0,0,0,7,0,99.15
2026-07-28,REALITY,Reality Shows,8501,12844.0,11107,None,0,0,None,0.0,0,0,1,7,0,99.12
2026-07-29,REALITY,Reality Shows,7548,7666.4,10790,None,0,0,None,0.0,0,0,2,7,0,99.09
2026-07-30,REALITY,Reality Shows,8071,10928.3,10904,None,0,0,None,0.0,0,0,3,7,0,99.06
2026-07-31,REALITY,Reality Shows,10824,16516.7,12030,Blockbuster Release,1,0,None,0.0,0,0,4,7,0,99.03
2026-08-01,REALITY,Reality Shows,11643,12672.1,16060,Blockbuster Release,1,0,None,0.0,0,1,5,8,0,99.0
2026-08-02,REALITY,Reality Shows,9743,9745.9,12424,None,0,0,None,0.0,0,1,6,8,0,98.97
2026-08-03,REALITY,Reality Shows,7877,10869.5,9712,None,0,0,None,0.0,0,0,0,8,0,98.94
2026-08-04,REALITY,Reality Shows,7655,12522.1,8595,None,0,0,None,0.0,0,0,1,8,0,98.91
2026-08-05,REALITY,Reality Shows,7589,12741.5,9606,None,0,0,None,0.0,0,0,2,8,0,98.89
2026-08-06,REALITY,Reality Shows,7096,8805.1,9547,None,0,0,None,0.0,0,0,3,8,0,98.86
2026-08-07,REALITY,Reality Shows,7285,9280.1,8751,None,0,0,None,0.0,0,0,4,8,0,98.83
2026-08-08,REALITY,Reality Shows,8323,11660.7,11911,None,0,0,None,0.0,0,1,5,8,0,98.8
2026-08-09,REALITY,Reality Shows,9939,9244.2,11109,None,0,0,None,0.0,0,1,6,8,0,98.77
2026-08-10,REALITY,Reality Shows,8183,10916.2,8662,None,0,0,None,0.0,0,0,0,8,0,98.75
2026-08-11,REALITY,Reality Shows,7182,10070.3,8998,None,0,0,None,0.0,0,0,1,8,0,98.72
2026-08-12,REALITY,Reality Shows,8581,8581.0,9596,None,0,0,None,0.0,0,0,2,8,0,98.69
2026-08-13,REALITY,Reality Shows,8348,13050.5,10909,None,0,0,None,0.0,0,0,3,8,0,98.67
2026-08-14,REALITY,Reality Shows,7365,9783.2,9010,None,0,0,None,0.0,0,0,4,8,0,98.64
2026-08-15,REALITY,Reality Shows,9372,14946.4,11381,None,0,0,Independence Day,0.9,1,1,5,8,0,98.62
2026-08-16,REALITY,Reality Shows,8500,11420.4,10471,None,0,0,None,0.0,0,1,6,8,0,98.59
2026-08-17,REALITY,Reality Shows,8186,9385.8,8991,None,0,0,None,0.0,0,0,0,8,0,98.57
2026-08-18,REALITY,Reality Shows,7926,9508.9,9193,None,0,0,None,0.0,0,0,1,8,0,98.54
2026-08-19,REALITY,Reality Shows,7478,12444.0,9191,None,0,0,None,0.0,0,0,2,8,0,98.52
2026-08-20,REALITY,Reality Shows,7080,8927.1,9598,None,0,0,None,0.0,0,0,3,8,0,98.5
2026-08-21,REALITY,Reality Shows,7656,10004.3,10747,None,0,0,None,0.0,0,0,4,8,0,98.48
2026-08-22,REALITY,Reality Shows,9083,13686.3,10522,None,0,0,None,0.0,0,1,5,8,0,98.45
2026-08-23,REALITY,Reality Shows,9481,14715.6,10551,None,0,0,None,0.0,0,1,6,8,0,98.43
2026-08-24,REALITY,Reality Shows,8000,13089.6,9569,None,0,0,None,0.0,0,0,0,8,0,98.41
2026-08-25,REALITY,Reality Shows,8146,11846.2,9753,None,0,0,None,0.0,0,0,1,8,0,98.39
2026-08-26,REALITY,Reality Shows,7325,8338.7,9019,None,0,0,None,0.0,0,0,2,8,0,98.37
2026-08-27,REALITY,Reality Shows,6726,6857.6,8709,None,0,0,None,0.0,0,0,3,8,0,98.35
2026-08-28,REALITY,Reality Shows,7136,9043.6,8699,None,0,0,Raksha Bandhan,1.0,1,0,4,8,0,98.33
2026-08-29,REALITY,Reality Shows,11895,11603.5,13698,Blockbuster Release,1,0,None,0.0,0,1,5,8,0,98.31
2026-08-30,REALITY,Reality Shows,8474,13822.9,9172,None,0,0,None,0.0,0,1,6,8,0,98.29
2026-08-31,REALITY,Reality Shows,7639,12863.3,10476,None,0,0,None,0.0,0,0,0,8,0,98.28
2026-09-01,REALITY,Reality Shows,8060,10614.3,10845,None,0,0,None,0.0,0,0,1,9,0,98.26
2026-09-02,REALITY,Reality Shows,8009,7456.3,11149,None,0,0,None,0.0,0,0,2,9,1,98.24
2026-09-03,REALITY,Reality Shows,6554,7450.4,7377,None,0,0,None,0.0,0,0,3,9,0,98.23
2026-09-04,REALITY,Reality Shows,8968,10857.7,12465,None,0,0,None,0.0,0,0,4,9,0,98.21
2026-09-05,REALITY,Reality Shows,9053,10977.1,12777,None,0,0,None,0.0,0,1,5,9,0,98.2
2026-09-06,REALITY,Reality Shows,9004,13168.1,12498,None,0,0,None,0.0,0,1,6,9,0,98.18
2026-09-07,REALITY,Reality Shows,7635,12866.2,8133,None,0,0,None,0.0,0,0,0,9,0,98.17
2026-09-08,REALITY,Reality Shows,7572,6963.5,8999,None,0,0,None,0.0,0,0,1,9,0,98.15
2026-09-09,REALITY,Reality Shows,9637,16117.2,13848,None,0,1,None,0.0,0,0,2,9,0,98.14
2026-09-10,REALITY,Reality Shows,7234,11817.4,9154,None,0,0,None,0.0,0,0,3,9,0,98.13
2026-09-11,REALITY,Reality Shows,7862,12460.5,10675,None,0,0,None,0.0,0,0,4,9,0,98.12
2026-09-12,REALITY,Reality Shows,12806,15994.8,15029,Season Premiere,1,0,None,0.0,0,1,5,9,0,98.11
2026-09-13,REALITY,Reality Shows,12158,14750.8,14940,Season Premiere,1,0,None,0.0,0,1,6,9,0,98.09
2026-09-14,REALITY,Reality Shows,7967,10226.3,9586,None,0,0,None,0.0,0,0,0,9,0,98.08
2026-09-15,REALITY,Reality Shows,7028,9999.9,9618,None,0,0,None,0.0,0,0,1,9,0,98.07
2026-09-16,REALITY,Reality Shows,8123,9019.8,9014,None,0,0,None,0.0,0,0,2,9,0,98.07
2026-09-17,REALITY,Reality Shows,7900,9639.2,9748,None,0,0,None,0.0,0,0,3,9,0,98.06
2026-09-18,REALITY,Reality Shows,7671,12792.7,10776,None,0,0,None,0.0,0,0,4,9,0,98.05
2026-09-19,REALITY,Reality Shows,9233,8852.8,12886,None,0,0,None,0.0,0,1,5,9,0,98.04
2026-09-20,REALITY,Reality Shows,8321,8836.3,11448,None,0,0,None,0.0,0,1,6,9,0,98.04
2026-09-21,REALITY,Reality Shows,8606,8030.7,9400,None,0,0,None,0.0,0,0,0,9,0,98.03
2026-09-22,REALITY,Reality Shows,9142,12566.2,11721,None,0,0,None,0.0,0,0,1,9,0,98.02
2026-09-23,REALITY,Reality Shows,8822,11607.4,10400,None,0,1,None,0.0,0,0,2,9,0,98.02
2026-09-24,REALITY,Reality Shows,8303,7907.1,11943,None,0,0,None,0.0,0,0,3,9,0,98.01
2026-09-25,REALITY,Reality Shows,7658,9722.1,9810,None,0,0,None,0.0,0,0,4,9,0,98.01
2026-09-26,REALITY,Reality Shows,8286,8752.5,11687,None,0,0,None,0.0,0,1,5,9,0,98.01
2026-09-27,REALITY,Reality Shows,9526,13497.0,10688,None,0,0,None,0.0,0,1,6,9,0,98.0
2026-09-28,REALITY,Reality Shows,7593,11743.8,10484,None,0,0,None,0.0,0,0,0,9,0,98.0
2026-09-29,REALITY,Reality Shows,8033,7917.9,9767,None,0,0,None,0.0,0,0,1,9,0,98.0
2026-09-30,REALITY,Reality Shows,8670,13039.5,10786,None,0,0,None,0.0,0,0,2,9,0,98.0
2026-10-01,REALITY,Reality Shows,7994,10014.4,11024,None,0,0,None,0.0,0,0,3,10,0,98.0
2026-10-02,REALITY,Reality Shows,8028,10520.1,9069,None,0,0,Gandhi Jayanti,0.7,1,0,4,10,0,98.0
2026-10-03,REALITY,Reality Shows,11631,14649.6,12970,Blockbuster Release,1,0,None,0.0,0,1,5,10,0,98.0
2026-10-04,REALITY,Reality Shows,8431,12421.9,9026,None,0,0,None,0.0,0,1,6,10,0,98.0
2026-10-05,REALITY,Reality Shows,10459,15371.9,13240,Blockbuster Release,1,0,None,0.0,0,0,0,10,0,98.0
2026-10-06,REALITY,Reality Shows,7555,10347.7,10043,None,0,0,None,0.0,0,0,1,10,0,98.01
2026-10-07,REALITY,Reality Shows,8075,8729.0,11477,None,0,0,None,0.0,0,0,2,10,0,98.01
2026-10-08,REALITY,Reality Shows,7210,8681.4,9786,None,0,0,None,0.0,0,0,3,10,0,98.01
2026-10-09,REALITY,Reality Shows,7364,11423.9,9554,None,0,0,None,0.0,0,0,4,10,0,98.02
2026-10-10,REALITY,Reality Shows,8833,10161.5,11070,None,0,0,None,0.0,0,1,5,10,0,98.02
2026-10-11,REALITY,Reality Shows,8956,14638.1,11039,None,0,0,None,0.0,0,1,6,10,0,98.03
2026-10-12,REALITY,Reality Shows,10566,11943.3,12941,Blockbuster Release,1,0,None,0.0,0,0,0,10,0,98.04
2026-10-13,REALITY,Reality Shows,7653,10257.3,10502,None,0,0,None,0.0,0,0,1,10,0,98.04
2026-10-14,REALITY,Reality Shows,7366,10232.2,8784,None,0,0,None,0.0,0,0,2,10,0,98.05
2026-10-15,REALITY,Reality Shows,8035,8315.8,9447,None,0,0,None,0.0,0,0,3,10,0,98.06
2026-10-16,REALITY,Reality Shows,8332,10781.7,11723,None,0,0,None,0.0,0,0,4,10,0,98.07
2026-10-17,REALITY,Reality Shows,9069,10056.8,12684,None,0,0,None,0.0,0,1,5,10,0,98.08
2026-10-18,REALITY,Reality Shows,8634,9421.8,11609,None,0,0,None,0.0,0,1,6,10,0,98.09
2026-10-19,REALITY,Reality Shows,6817,8794.8,8942,None,0,0,None,0.0,0,0,0,10,0,98.1
2026-10-20,REALITY,Reality Shows,8570,9756.0,10245,None,0,0,None,0.0,0,0,1,10,0,98.11
2026-10-21,REALITY,Reality Shows,7673,10546.6,10408,None,0,0,None,0.0,0,0,2,10,0,98.12
2026-10-22,REALITY,Reality Shows,8407,12334.3,11468,None,0,0,None,0.0,0,0,3,10,0,98.13
2026-10-23,REALITY,Reality Shows,11359,16840.2,14222,Live Sports Final,1,0,None,0.0,0,0,4,10,0,98.14
2026-10-24,REALITY,Reality Shows,9320,9946.1,11232,None,0,0,None,0.0,0,1,5,10,0,98.16
2026-10-25,REALITY,Reality Shows,9395,10985.2,10310,None,0,0,None,0.0,0,1,6,10,0,98.17
2026-10-26,REALITY,Reality Shows,8193,13730.7,10499,None,0,0,None,0.0,0,0,0,10,0,98.18
2026-10-27,REALITY,Reality Shows,10452,17064.1,13152,Live Sports Final,1,0,None,0.0,0,0,1,10,0,98.2
2026-10-28,REALITY,Reality Shows,7204,11787.7,9400,None,0,0,None,0.0,0,0,2,10,0,98.21
2026-10-29,REALITY,Reality Shows,8158,11313.0,8609,None,0,0,None,0.0,0,0,3,10,0,98.23
2026-10-30,REALITY,Reality Shows,7019,9457.3,9123,None,0,0,None,0.0,0,0,4,10,0,98.24
2026-10-31,REALITY,Reality Shows,8743,11591.8,12056,None,0,0,None,0.0,0,1,5,10,0,98.26
2026-11-01,REALITY,Reality Shows,8623,12797.9,11085,None,0,0,None,0.0,0,1,6,11,0,98.28
2026-11-02,REALITY,Reality Shows,9452,8857.5,11633,None,0,1,None,0.0,0,0,0,11,0,98.3
2026-11-03,REALITY,Reality Shows,7887,8111.4,11422,None,0,0,None,0.0,0,0,1,11,0,98.31
2026-11-04,REALITY,Reality Shows,7460,8329.9,9664,None,0,0,None,0.0,0,0,2,11,0,98.33
2026-11-05,REALITY,Reality Shows,10368,14671.8,14195,Live Sports Final,1,0,None,0.0,0,0,3,11,0,98.35
2026-11-06,REALITY,Reality Shows,9008,10012.8,10258,None,0,0,Diwali,1.0,1,0,4,11,1,98.37
2026-11-07,REALITY,Reality Shows,8951,9061.5,10093,None,0,0,Diwali,1.25,1,1,5,11,0,98.39
2026-11-08,REALITY,Reality Shows,9326,9118.7,13237,None,0,0,Diwali,1.5,1,1,6,11,0,98.41
2026-11-09,REALITY,Reality Shows,8404,13588.6,11941,None,0,0,Diwali,1.25,1,0,0,11,0,98.43
2026-11-10,REALITY,Reality Shows,8088,11650.7,8907,None,0,0,Diwali,1.0,1,0,1,11,0,98.46
2026-11-11,REALITY,Reality Shows,8081,9995.7,11599,None,0,0,None,0.0,0,0,2,11,1,98.48
2026-11-12,REALITY,Reality Shows,8322,8144.4,11165,None,0,0,None,0.0,0,0,3,11,0,98.5
2026-11-13,REALITY,Reality Shows,8490,11960.9,9930,None,0,0,None,0.0,0,0,4,11,0,98.52
2026-11-14,REALITY,Reality Shows,8976,12534.9,10207,None,0,0,None,0.0,0,1,5,11,0,98.55
2026-11-15,REALITY,Reality Shows,9154,8291.9,11997,None,0,0,None,0.0,0,1,6,11,0,98.57
2026-11-16,REALITY,Reality Shows,7891,9130.0,8593,None,0,0,None,0.0,0,0,0,11,0,98.6
2026-11-17,REALITY,Reality Shows,7351,11121.8,9808,None,0,0,None,0.0,0,0,1,11,0,98.62
2026-11-18,REALITY,Reality Shows,7886,12551.3,10873,None,0,0,None,0.0,0,0,2,11,0,98.65
2026-11-19,REALITY,Reality Shows,6984,7703.3,8755,None,0,0,None,0.0,0,0,3,11,0,98.67
2026-11-20,REALITY,Reality Shows,7976,10026.6,11008,None,0,0,None,0.0,0,0,4,11,0,98.7
2026-11-21,REALITY,Reality Shows,7918,12022.6,10450,None,0,0,None,0.0,0,1,5,11,0,98.72
2026-11-22,REALITY,Reality Shows,8480,11678.4,10866,None,0,0,None,0.0,0,1,6,11,0,98.75
2026-11-23,REALITY,Reality Shows,8215,9714.7,10027,None,0,0,None,0.0,0,0,0,11,0,98.78
2026-11-24,REALITY,Reality Shows,10832,18168.3,14200,Live Sports Final,1,0,None,0.0,0,0,1,11,0,98.8
2026-11-25,REALITY,Reality Shows,7790,10191.3,11215,None,0,0,None,0.0,0,0,2,11,0,98.83
2026-11-26,REALITY,Reality Shows,7579,10617.1,8315,None,0,0,None,0.0,0,0,3,11,0,98.86
2026-11-27,REALITY,Reality Shows,7377,9611.6,8243,None,0,0,None,0.0,0,0,4,11,0,98.89
2026-11-28,REALITY,Reality Shows,8692,8716.8,11431,None,0,0,None,0.0,0,1,5,11,0,98.92
2026-11-29,REALITY,Reality Shows,9309,12443.2,13440,None,0,0,None,0.0,0,1,6,11,0,98.95
2026-11-30,REALITY,Reality Shows,7680,8632.5,9598,None,0,0,None,0.0,0,0,0,11,0,98.98
2026-12-01,REALITY,Reality Shows,6784,6235.7,8197,None,0,0,None,0.0,0,0,1,12,0,99.01
2026-12-02,REALITY,Reality Shows,7203,7415.9,10330,None,0,0,None,0.0,0,0,2,12,0,99.04
2026-12-03,REALITY,Reality Shows,7410,12158.8,8606,None,0,0,None,0.0,0,0,3,12,0,99.07
2026-12-04,REALITY,Reality Shows,7679,11829.1,9073,None,0,0,None,0.0,0,0,4,12,0,99.1
2026-12-05,REALITY,Reality Shows,8838,8110.6,10771,None,0,0,None,0.0,0,1,5,12,0,99.13
2026-12-06,REALITY,Reality Shows,8465,11746.3,10646,None,0,0,None,0.0,0,1,6,12,0,99.16
2026-12-07,REALITY,Reality Shows,8114,11122.7,8695,None,0,0,None,0.0,0,0,0,12,0,99.19
2026-12-08,REALITY,Reality Shows,6843,8736.3,8287,None,0,0,None,0.0,0,0,1,12,0,99.22
2026-12-09,REALITY,Reality Shows,7449,7562.5,9557,None,0,0,None,0.0,0,0,2,12,0,99.25
2026-12-10,REALITY,Reality Shows,8200,13518.0,9015,None,0,0,None,0.0,0,0,3,12,0,99.29
2026-12-11,REALITY,Reality Shows,8082,10636.4,9976,None,0,0,None,0.0,0,0,4,12,0,99.32
2026-12-12,REALITY,Reality Shows,8859,13167.0,10390,None,0,0,None,0.0,0,1,5,12,0,99.35
2026-12-13,REALITY,Reality Shows,9452,14930.4,10346,None,0,0,None,0.0,0,1,6,12,0,99.38
2026-12-14,REALITY,Reality Shows,10763,17977.3,15244,New Episode,1,0,None,0.0,0,0,0,12,0,99.42
2026-12-15,REALITY,Reality Shows,10672,10538.2,12733,New Episode,1,0,None,0.0,0,0,1,12,0,99.45
2026-12-16,REALITY,Reality Shows,10933,13200.4,13635,New Episode,1,0,None,0.0,0,0,2,12,0,99.48
2026-12-17,REALITY,Reality Shows,8023,10593.2,10108,None,0,0,None,0.0,0,0,3,12,0,99.51
2026-12-18,REALITY,Reality Shows,8478,11551.6,9464,None,0,0,None,0.0,0,0,4,12,0,99.55
2026-12-19,REALITY,Reality Shows,8865,14434.2,11317,None,0,0,None,0.0,0,1,5,12,0,99.58
2026-12-20,REALITY,Reality Shows,8882,11414.1,10199,None,0,0,None,0.0,0,1,6,12,0,99.62
2026-12-21,REALITY,Reality Shows,9334,14122.9,12059,None,0,1,None,0.0,0,0,0,12,0,99.65
2026-12-22,REALITY,Reality Shows,9249,11652.1,10145,None,0,1,None,0.0,0,0,1,12,0,99.68
2026-12-23,REALITY,Reality Shows,8741,10553.1,11947,None,0,0,None,0.0,0,0,2,12,0,99.72
2026-12-24,REALITY,Reality Shows,8089,8962.6,11287,None,0,0,None,0.0,0,0,3,12,0,99.75
2026-12-25,REALITY,Reality Shows,7808,8923.7,11260,None,0,0,Christmas,1.2,1,0,4,12,0,99.79
2026-12-26,REALITY,Reality Shows,9900,13949.5,13941,None,0,1,None,0.0,0,1,5,12,0,99.82
2026-12-27,REALITY,Reality Shows,9781,9236.7,12868,None,0,0,None,0.0,0,1,6,12,0,99.85
2026-12-28,REALITY,Reality Shows,7653,8799.7,8478,None,0,0,None,0.0,0,0,0,12,0,99.89
2026-12-29,REALITY,Reality Shows,8000,11518.5,8679,None,0,0,None,0.0,0,0,1,12,0,99.92
2026-12-30,REALITY,Reality Shows,7830,7608.0,8469,None,0,0,None,0.0,0,0,2,12,1,99.96
2026-12-31,REALITY,Reality Shows,8537,11374.5,11832,None,0,0,New Year,1.1,1,0,3,12,0,99.99
2025-01-01,DOCS,Documentaries,4264,3998.7,5002,None,0,0,None,0.0,0,0,2,1,0,100.03
2025-01-02,DOCS,Documentaries,3920,3755.2,4611,None,0,0,None,0.0,0,0,3,1,0,100.07
2025-01-03,DOCS,Documentaries,4124,5706.1,4981,None,0,0,None,0.0,0,0,4,1,0,100.1
2025-01-04,DOCS,Documentaries,4828,5804.4,6480,None,0,0,None,0.0,0,1,5,1,0,100.14
2025-01-05,DOCS,Documentaries,5543,7757.0,7390,None,0,0,None,0.0,0,1,6,1,0,100.17
2025-01-06,DOCS,Documentaries,4151,6235.8,4538,None,0,0,None,0.0,0,0,0,1,0,100.21
2025-01-07,DOCS,Documentaries,3583,4203.7,3843,None,0,0,None,0.0,0,0,1,1,0,100.24
2025-01-08,DOCS,Documentaries,4265,5823.1,4801,None,0,0,None,0.0,0,0,2,1,0,100.27
2025-01-09,DOCS,Documentaries,4505,5577.2,5540,None,0,0,None,0.0,0,0,3,1,0,100.31
2025-01-10,DOCS,Documentaries,4363,7147.5,5585,None,0,0,None,0.0,0,0,4,1,0,100.34
2025-01-11,DOCS,Documentaries,4975,8318.5,6138,None,0,0,None,0.0,0,1,5,1,0,100.38
2025-01-12,DOCS,Documentaries,4622,6658.2,6354,None,0,0,None,0.0,0,1,6,1,0,100.41
2025-01-13,DOCS,Documentaries,4085,4923.3,5119,None,0,0,None,0.0,0,0,0,1,0,100.44
2025-01-14,DOCS,Documentaries,5414,8983.4,7286,Live Sports Final,1,0,Makar Sankranti,1.0,1,0,1,1,0,100.48
2025-01-15,DOCS,Documentaries,3994,4666.6,5773,None,0,0,None,0.0,0,0,2,1,0,100.51
2025-01-16,DOCS,Documentaries,4149,5491.7,5446,None,0,0,None,0.0,0,0,3,1,0,100.54
2025-01-17,DOCS,Documentaries,4482,7405.5,5814,None,0,0,None,0.0,0,0,4,1,0,100.58
2025-01-18,DOCS,Documentaries,5690,7890.5,7714,None,0,0,None,0.0,0,1,5,1,0,100.61
2025-01-19,DOCS,Documentaries,6341,7741.0,7938,Season Premiere,1,0,None,0.0,0,1,6,1,0,100.64
2025-01-20,DOCS,Documentaries,5636,5217.2,7986,Season Premiere,1,0,None,0.0,0,0,0,1,1,100.67
2025-01-21,DOCS,Documentaries,3505,5370.6,4567,None,0,0,None,0.0,0,0,1,1,0,100.71
2025-01-22,DOCS,Documentaries,4085,3959.4,5761,None,0,0,None,0.0,0,0,2,1,0,100.74
2025-01-23,DOCS,Documentaries,4666,4535.9,5808,None,0,0,None,0.0,0,0,3,1,0,100.77
2025-01-24,DOCS,Documentaries,5508,5958.8,6290,Season Premiere,1,0,None,0.0,0,0,4,1,0,100.8
2025-01-25,DOCS,Documentaries,4818,6766.7,6681,None,0,0,None,0.0,0,1,5,1,0,100.83
2025-01-26,DOCS,Documentaries,5839,9427.8,6551,None,0,0,Republic Day,0.8,1,1,6,1,0,100.86
