date,component_id,component_demand,current_inventory,supplier_lead_time_days,supplier_disruption,planned_production_units,scheduled_receipts,plant_maintenance,festival
2025-12-21,BRAKE_PAD_REAR,296.0,2470.0,14,0,900,0,0,0
2025-12-22,BRAKE_PAD_REAR,334.0,2136.0,14,0,872,0,0,0
2025-12-23,BRAKE_PAD_REAR,312.0,1824.0,19,1,860,0,0,0
2025-12-24,BRAKE_PAD_REAR,310.0,4320.0,14,0,905,2806,0,0
2025-12-25,BRAKE_PAD_REAR,335.0,3985.0,14,0,953,0,0,0
2025-12-26,BRAKE_PAD_REAR,373.0,3612.0,14,0,1002,0,0,0
2025-12-27,BRAKE_PAD_REAR,325.0,3287.0,14,0,948,0,0,0
2025-12-28,BRAKE_PAD_REAR,396.0,2891.0,14,0,1036,0,0,0
2025-12-29,BRAKE_PAD_REAR,415.0,2476.0,14,0,1100,0,0,0
2025-12-30,BRAKE_PAD_REAR,418.0,2058.0,14,0,1075,0,0,0
2025-12-31,BRAKE_PAD_REAR,415.0,4320.0,14,0,1103,2677,0,0
2026-01-01,BRAKE_PAD_REAR,414.0,3906.0,14,0,1137,0,0,0
2026-01-02,BRAKE_PAD_REAR,383.0,3523.0,14,0,1142,0,0,0
2026-01-03,BRAKE_PAD_REAR,364.0,3159.0,14,0,1120,0,0,0
2026-01-04,BRAKE_PAD_REAR,446.0,2713.0,14,0,1193,0,0,0
2026-01-05,BRAKE_PAD_REAR,410.0,2303.0,14,0,1162,0,0,0
2026-01-06,BRAKE_PAD_REAR,410.0,1893.0,14,0,1092,0,0,0
2026-01-07,BRAKE_PAD_REAR,378.0,4320.0,14,0,1109,2805,0,0
2026-01-08,BRAKE_PAD_REAR,394.0,3926.0,14,0,1098,0,0,0
2026-01-09,BRAKE_PAD_REAR,383.0,3543.0,14,0,1049,0,0,0
2026-01-10,BRAKE_PAD_REAR,338.0,3205.0,14,0,1059,0,1,0
2026-01-11,BRAKE_PAD_REAR,302.0,2903.0,14,0,1080,0,1,0
2026-01-12,BRAKE_PAD_REAR,309.0,2594.0,14,0,968,0,1,0
2026-01-13,BRAKE_PAD_REAR,383.0,2211.0,14,0,1000,0,0,0
2026-01-14,BRAKE_PAD_REAR,347.0,1864.0,14,0,929,0,0,0
2026-01-15,BRAKE_PAD_REAR,341.0,4320.0,14,0,897,2797,0,0
2026-01-16,BRAKE_PAD_REAR,319.0,4001.0,14,0,892,0,0,0
2026-01-17,BRAKE_PAD_REAR,305.0,3696.0,14,0,776,0,0,0
2026-01-18,BRAKE_PAD_REAR,268.0,3428.0,14,0,789,0,0,0
2026-01-19,BRAKE_PAD_REAR,290.0,3138.0,14,0,828,0,0,0
2026-01-20,BRAKE_PAD_REAR,340.0,2798.0,14,0,890,0,0,0
2026-01-21,BRAKE_PAD_REAR,319.0,2479.0,14,0,814,0,0,0
2026-01-22,BRAKE_PAD_REAR,334.0,2145.0,14,0,966,0,0,0
2026-01-23,BRAKE_PAD_REAR,311.0,1834.0,14,0,863,0,0,0
2026-01-24,BRAKE_PAD_REAR,344.0,4320.0,14,0,981,2830,0,0
2026-01-25,BRAKE_PAD_REAR,337.0,3983.0,14,0,967,0,0,0
2026-01-26,BRAKE_PAD_REAR,376.0,3607.0,14,0,1037,0,0,0
2026-01-27,BRAKE_PAD_REAR,389.0,3218.0,14,0,1049,0,0,0
2026-01-28,BRAKE_PAD_REAR,371.0,2847.0,14,0,1019,0,0,0
2026-01-29,BRAKE_PAD_REAR,390.0,2457.0,14,0,1066,0,0,0
2026-01-30,BRAKE_PAD_REAR,444.0,2013.0,14,0,1166,0,0,0
2026-01-31,BRAKE_PAD_REAR,397.0,4320.0,14,0,1131,2704,0,0
2026-02-01,BRAKE_PAD_REAR,406.0,3914.0,14,0,1093,0,0,0
2026-02-02,BRAKE_PAD_REAR,432.0,3482.0,14,0,1248,0,0,0
2026-02-03,BRAKE_PAD_REAR,442.0,3040.0,14,0,1187,0,0,0
2026-02-04,BRAKE_PAD_REAR,406.0,2634.0,14,0,1138,0,0,0
2026-02-05,BRAKE_PAD_REAR,381.0,2253.0,14,0,1011,0,0,0
2026-02-06,BRAKE_PAD_REAR,429.0,1824.0,14,0,1171,0,0,0
2026-02-07,BRAKE_PAD_REAR,375.0,4320.0,14,0,975,2871,0,0
2026-02-08,BRAKE_PAD_REAR,407.0,3913.0,14,0,1142,0,0,0
2026-02-09,BRAKE_PAD_REAR,348.0,3565.0,19,1,966,0,0,0
2026-02-10,BRAKE_PAD_REAR,330.0,3235.0,14,0,1078,0,1,0
2026-02-11,BRAKE_PAD_REAR,309.0,2926.0,14,0,972,0,1,0
2026-02-12,BRAKE_PAD_REAR,301.0,2625.0,14,0,903,0,1,0
2026-02-13,BRAKE_PAD_REAR,264.0,2361.0,14,0,830,0,0,0
2026-02-14,BRAKE_PAD_REAR,309.0,2052.0,14,0,859,0,0,0
2026-02-15,BRAKE_PAD_REAR,291.0,4320.0,14,0,804,2559,0,0
2026-02-16,BRAKE_PAD_REAR,304.0,4016.0,14,0,847,0,0,0
2026-02-17,BRAKE_PAD_REAR,292.0,3724.0,14,0,822,0,0,0
2026-02-18,BRAKE_PAD_REAR,332.0,3392.0,14,0,832,0,0,0
2026-02-19,BRAKE_PAD_REAR,275.0,3117.0,14,0,775,0,0,0
2026-02-20,BRAKE_PAD_REAR,293.0,2824.0,14,0,799,0,0,0
2026-02-21,BRAKE_PAD_REAR,335.0,2489.0,14,0,845,0,0,0
2026-02-22,BRAKE_PAD_REAR,316.0,2173.0,14,0,920,0,0,0
2026-02-23,BRAKE_PAD_REAR,336.0,1837.0,14,0,925,0,0,0
2026-02-24,BRAKE_PAD_REAR,354.0,4320.0,14,0,984,2837,0,0
2026-02-25,BRAKE_PAD_REAR,362.0,3958.0,14,0,942,0,0,0
2026-02-26,BRAKE_PAD_REAR,387.0,3571.0,14,0,1043,0,0,0
2026-02-27,BRAKE_PAD_REAR,388.0,3183.0,14,0,1050,0,0,0
2026-02-28,BRAKE_PAD_REAR,395.0,2788.0,14,0,1133,0,0,0
2026-03-01,BRAKE_PAD_REAR,406.0,2382.0,14,0,1123,0,0,0
2026-03-02,BRAKE_PAD_REAR,413.0,1969.0,14,0,1136,0,0,0
2026-03-03,BRAKE_PAD_REAR,411.0,4320.0,14,0,1180,2762,0,0
2026-03-04,BRAKE_PAD_REAR,401.0,3919.0,14,0,1141,0,0,0
2026-03-05,BRAKE_PAD_REAR,393.0,3526.0,19,1,1068,0,0,0
2026-03-06,BRAKE_PAD_REAR,416.0,3110.0,14,0,1135,0,0,0
2026-03-07,BRAKE_PAD_REAR,411.0,2699.0,14,0,1200,0,0,0
2026-03-08,BRAKE_PAD_REAR,378.0,2321.0,14,0,1107,0,0,0
2026-03-09,BRAKE_PAD_REAR,361.0,1960.0,14,0,1121,0,0,0
2026-03-10,BRAKE_PAD_REAR,326.0,4320.0,14,0,1082,2686,1,0
2026-03-11,BRAKE_PAD_REAR,300.0,4020.0,14,0,999,0,1,0
2026-03-12,BRAKE_PAD_REAR,295.0,3725.0,14,0,985,0,1,0
2026-03-13,BRAKE_PAD_REAR,339.0,3386.0,14,0,1028,0,0,0
2026-03-14,BRAKE_PAD_REAR,353.0,3033.0,14,0,999,0,0,0
2026-03-15,BRAKE_PAD_REAR,317.0,2716.0,14,0,906,0,0,0
2026-03-16,BRAKE_PAD_REAR,324.0,2392.0,14,0,914,0,0,0
2026-03-17,BRAKE_PAD_REAR,270.0,2122.0,14,0,759,0,0,0
2026-03-18,BRAKE_PAD_REAR,331.0,4320.0,14,0,891,2529,0,0
2026-03-19,BRAKE_PAD_REAR,289.0,4031.0,14,0,850,0,0,0
2026-03-20,BRAKE_PAD_REAR,273.0,3758.0,14,0,792,0,0,0
2026-03-21,BRAKE_PAD_REAR,322.0,3436.0,14,0,929,0,0,0
2026-03-22,BRAKE_PAD_REAR,307.0,3129.0,14,0,857,0,0,0
2026-03-23,BRAKE_PAD_REAR,300.0,2829.0,19,1,902,0,0,0
2026-03-24,BRAKE_PAD_REAR,300.0,2529.0,14,0,804,0,0,0
2026-03-25,BRAKE_PAD_REAR,331.0,2198.0,14,0,921,0,0,0
2026-03-26,BRAKE_PAD_REAR,392.0,1806.0,14,0,1037,0,0,0
2026-03-27,BRAKE_PAD_REAR,360.0,2739.0,19,1,940,1293,0,0
2026-03-28,BRAKE_PAD_REAR,351.0,2388.0,14,0,1045,0,0,0
2026-03-29,BRAKE_PAD_REAR,381.0,2007.0,14,0,1157,0,0,0
2026-03-30,BRAKE_PAD_REAR,366.0,4320.0,14,0,1071,2679,0,0
2026-03-31,BRAKE_PAD_REAR,420.0,3900.0,19,1,1239,0,0,0
2026-04-01,BRAKE_PAD_REAR,423.0,3477.0,14,0,1131,0,0,0
2026-04-02,BRAKE_PAD_REAR,375.0,3102.0,14,0,1098,0,0,0
2026-04-03,BRAKE_PAD_REAR,458.0,2644.0,14,0,1279,0,0,0
2026-04-04,BRAKE_PAD_REAR,395.0,2249.0,14,0,1135,0,0,0
2026-04-05,BRAKE_PAD_REAR,387.0,1862.0,14,0,1103,0,0,0
2026-04-06,BRAKE_PAD_REAR,385.0,4320.0,14,0,1023,2843,0,0
2026-04-07,BRAKE_PAD_REAR,417.0,3903.0,14,0,1099,0,0,0
2026-04-08,BRAKE_PAD_REAR,366.0,3537.0,14,0,1049,0,0,0
2026-04-09,BRAKE_PAD_REAR,388.0,3149.0,14,0,1090,0,0,0
2026-04-10,BRAKE_PAD_REAR,331.0,2818.0,14,0,1072,0,1,0
2026-04-11,BRAKE_PAD_REAR,309.0,2509.0,14,0,1037,0,1,0
2026-04-12,BRAKE_PAD_REAR,314.0,2195.0,14,0,1049,0,1,0
2026-04-13,BRAKE_PAD_REAR,328.0,1867.0,14,0,906,0,0,0
2026-04-14,BRAKE_PAD_REAR,332.0,4320.0,14,0,904,2785,0,0
2026-04-15,BRAKE_PAD_REAR,342.0,3978.0,14,0,886,0,0,0
2026-04-16,BRAKE_PAD_REAR,323.0,3655.0,14,0,897,0,0,0
2026-04-17,BRAKE_PAD_REAR,339.0,3316.0,14,0,892,0,0,0
2026-04-18,BRAKE_PAD_REAR,358.0,2958.0,14,0,897,0,0,0
2026-04-19,BRAKE_PAD_REAR,293.0,2665.0,14,0,824,0,0,0
2026-04-20,BRAKE_PAD_REAR,327.0,2338.0,14,0,839,0,0,0
2026-04-21,BRAKE_PAD_REAR,269.0,2069.0,19,1,819,0,0,0
2026-04-22,BRAKE_PAD_REAR,311.0,4320.0,14,0,920,2562,0,0
2026-04-23,BRAKE_PAD_REAR,322.0,3998.0,14,0,922,0,0,0
2026-04-24,BRAKE_PAD_REAR,327.0,3671.0,14,0,948,0,0,0
2026-04-25,BRAKE_PAD_REAR,341.0,3330.0,19,1,919,0,0,0
2026-04-26,BRAKE_PAD_REAR,381.0,2949.0,14,0,1073,0,0,0
2026-04-27,BRAKE_PAD_REAR,375.0,2574.0,14,0,1090,0,0,0
2026-04-28,BRAKE_PAD_REAR,358.0,2216.0,19,1,1024,0,0,0
2026-04-29,BRAKE_PAD_REAR,406.0,1810.0,14,0,1050,0,0,0
2026-04-30,BRAKE_PAD_REAR,366.0,4320.0,14,0,1046,2876,0,0
2026-05-01,BRAKE_PAD_REAR,419.0,3901.0,14,0,1147,0,0,0
2026-05-02,BRAKE_PAD_REAR,403.0,3498.0,14,0,1128,0,0,0
2026-05-03,BRAKE_PAD_REAR,439.0,3059.0,14,0,1175,0,0,0
2026-05-04,BRAKE_PAD_REAR,363.0,2696.0,14,0,1079,0,0,0
2026-05-05,BRAKE_PAD_REAR,398.0,2298.0,14,0,1140,0,0,0
2026-05-06,BRAKE_PAD_REAR,369.0,1929.0,14,0,1075,0,0,0
2026-05-07,BRAKE_PAD_REAR,407.0,4320.0,14,0,1047,2798,0,0
2026-05-08,BRAKE_PAD_REAR,413.0,3907.0,14,0,1082,0,0,0
2026-05-09,BRAKE_PAD_REAR,387.0,3520.0,14,0,1105,0,0,0
2026-05-10,BRAKE_PAD_REAR,311.0,3209.0,14,0,1054,0,1,0
2026-05-11,BRAKE_PAD_REAR,336.0,2873.0,14,0,1072,0,1,0
2026-05-12,BRAKE_PAD_REAR,255.0,2618.0,14,0,872,0,1,0
2026-05-13,BRAKE_PAD_REAR,330.0,2288.0,14,0,930,0,0,0
2026-05-14,BRAKE_PAD_REAR,364.0,1924.0,14,0,1000,0,0,0
2026-05-15,BRAKE_PAD_REAR,280.0,4320.0,14,0,838,2676,0,0
2026-05-16,BRAKE_PAD_REAR,290.0,4030.0,14,0,786,0,0,0
2026-05-17,BRAKE_PAD_REAR,318.0,3712.0,14,0,809,0,0,0
2026-05-18,BRAKE_PAD_REAR,338.0,3374.0,14,0,949,0,0,0
2026-05-19,BRAKE_PAD_REAR,284.0,3090.0,14,0,888,0,0,0
2026-05-20,BRAKE_PAD_REAR,326.0,2764.0,14,0,931,0,0,0
2026-05-21,BRAKE_PAD_REAR,287.0,2477.0,14,0,852,0,0,0
2026-05-22,BRAKE_PAD_REAR,319.0,2158.0,14,0,874,0,0,0
2026-05-23,BRAKE_PAD_REAR,348.0,1810.0,14,0,931,0,0,0
2026-05-24,BRAKE_PAD_REAR,365.0,4320.0,14,0,992,2875,0,0
2026-05-25,BRAKE_PAD_REAR,414.0,3906.0,14,0,1016,0,0,0
2026-05-26,BRAKE_PAD_REAR,366.0,3540.0,14,0,1061,0,0,0
2026-05-27,BRAKE_PAD_REAR,376.0,3164.0,14,0,1018,0,0,0
2026-05-28,BRAKE_PAD_REAR,344.0,2820.0,14,0,1026,0,0,0
2026-05-29,BRAKE_PAD_REAR,347.0,2473.0,14,0,1007,0,0,0
2026-05-30,BRAKE_PAD_REAR,364.0,2109.0,14,0,1049,0,0,0
2026-05-31,BRAKE_PAD_REAR,397.0,4320.0,14,0,1130,2608,0,0
2026-06-01,BRAKE_PAD_REAR,438.0,3882.0,14,0,1142,0,0,0
2026-06-02,BRAKE_PAD_REAR,413.0,3469.0,14,0,1157,0,0,0
2026-06-03,BRAKE_PAD_REAR,446.0,3023.0,14,0,1173,0,0,0
2026-06-04,BRAKE_PAD_REAR,383.0,2640.0,14,0,1048,0,0,0
2026-06-05,BRAKE_PAD_REAR,383.0,2257.0,14,0,1129,0,0,0
2026-06-06,BRAKE_PAD_REAR,383.0,1874.0,14,0,1152,0,0,0
2026-06-07,BRAKE_PAD_REAR,405.0,4320.0,14,0,1131,2851,0,0
2026-06-08,BRAKE_PAD_REAR,387.0,3933.0,14,0,1015,0,0,0
2026-06-09,BRAKE_PAD_REAR,331.0,3602.0,14,0,950,0,0,0
2026-06-10,BRAKE_PAD_REAR,317.0,3285.0,14,0,999,0,1,0
2026-06-11,BRAKE_PAD_REAR,323.0,2962.0,14,0,1023,0,1,0
2026-06-12,BRAKE_PAD_REAR,268.0,2694.0,14,0,953,0,1,0
2026-06-13,BRAKE_PAD_REAR,307.0,2387.0,14,0,860,0,0,0
2026-06-14,BRAKE_PAD_REAR,325.0,2062.0,14,0,900,0,0,0
2026-06-15,BRAKE_PAD_REAR,286.0,4320.0,14,0,826,2544,0,0
2026-06-16,BRAKE_PAD_REAR,285.0,4035.0,14,0,801,0,0,0
2026-06-17,BRAKE_PAD_REAR,314.0,3721.0,14,0,892,0,0,0
2026-06-18,BRAKE_PAD_REAR,363.0,3358.0,14,0,944,0,0,0
2026-06-19,BRAKE_PAD_REAR,332.0,3026.0,14,0,940,0,0,0
2026-06-20,BRAKE_PAD_REAR,326.0,2700.0,14,0,941,0,0,0
2026-06-21,BRAKE_PAD_REAR,296.0,2404.0,14,0,869,0,0,0
2026-06-22,BRAKE_PAD_REAR,348.0,2056.0,14,0,967,0,0,0
2026-06-23,BRAKE_PAD_REAR,291.0,4320.0,14,0,867,2555,0,0
2026-06-24,BRAKE_PAD_REAR,347.0,3973.0,14,0,910,0,0,0
2026-06-25,BRAKE_PAD_REAR,366.0,3607.0,14,0,1022,0,0,0
2026-06-26,BRAKE_PAD_REAR,355.0,3252.0,14,0,1014,0,0,0
2026-06-27,BRAKE_PAD_REAR,382.0,2870.0,14,0,1103,0,0,0
2026-06-28,BRAKE_PAD_REAR,353.0,2517.0,14,0,1053,0,0,0
2026-06-29,BRAKE_PAD_REAR,373.0,2144.0,14,0,1088,0,0,0
2026-06-30,BRAKE_PAD_REAR,418.0,4320.0,14,0,1196,2594,0,0
2026-07-01,BRAKE_PAD_REAR,391.0,3929.0,14,0,1121,0,0,0
2026-07-02,BRAKE_PAD_REAR,399.0,3530.0,14,0,1142,0,0,0
2026-07-03,BRAKE_PAD_REAR,456.0,3074.0,14,0,1216,0,0,0
2026-07-04,BRAKE_PAD_REAR,370.0,2704.0,14,0,1077,0,0,0
2026-07-05,BRAKE_PAD_REAR,387.0,2317.0,14,0,1063,0,0,0
2026-07-06,BRAKE_PAD_REAR,417.0,1900.0,14,0,1114,0,0,0
2026-07-07,BRAKE_PAD_REAR,445.0,4320.0,14,0,1162,2865,0,0
2026-07-08,BRAKE_PAD_REAR,386.0,3934.0,14,0,1155,0,0,0
2026-07-09,BRAKE_PAD_REAR,383.0,3551.0,14,0,962,0,0,0
2026-07-10,BRAKE_PAD_REAR,297.0,3254.0,14,0,1001,0,1,0
2026-07-11,BRAKE_PAD_REAR,302.0,2952.0,14,0,935,0,1,0
2026-07-12,BRAKE_PAD_REAR,297.0,2655.0,14,0,934,0,1,0
2026-07-13,BRAKE_PAD_REAR,323.0,2332.0,14,0,953,0,0,0
2026-07-14,BRAKE_PAD_REAR,321.0,2011.0,14,0,845,0,0,0
2026-07-15,BRAKE_PAD_REAR,309.0,4320.0,14,0,851,2618,0,0
2026-07-16,BRAKE_PAD_REAR,309.0,4011.0,14,0,843,0,0,0
2026-07-17,BRAKE_PAD_REAR,290.0,3721.0,14,0,840,0,0,0
2026-07-18,BRAKE_PAD_REAR,322.0,3399.0,14,0,882,0,0,0
2026-07-19,BRAKE_PAD_REAR,357.0,3042.0,14,0,897,0,0,0
2026-07-20,BRAKE_PAD_REAR,319.0,2723.0,14,0,889,0,0,0
2026-07-21,BRAKE_PAD_REAR,329.0,2394.0,14,0,850,0,0,0
2026-07-22,BRAKE_PAD_REAR,317.0,2077.0,14,0,861,0,0,0
2026-07-23,BRAKE_PAD_REAR,340.0,4320.0,14,0,985,2583,0,0
2026-07-24,BRAKE_PAD_REAR,334.0,3986.0,14,0,988,0,0,0
2026-07-25,BRAKE_PAD_REAR,377.0,3609.0,14,0,1097,0,0,0
2026-07-26,BRAKE_PAD_REAR,328.0,3281.0,14,0,1019,0,0,0
2026-07-27,BRAKE_PAD_REAR,408.0,2873.0,14,0,1120,0,0,0
2026-07-28,BRAKE_PAD_REAR,382.0,2491.0,14,0,1054,0,0,0
2026-07-29,BRAKE_PAD_REAR,389.0,2102.0,14,0,1076,0,0,0
2026-07-30,BRAKE_PAD_REAR,410.0,4320.0,14,0,1139,2628,0,0
2026-07-31,BRAKE_PAD_REAR,398.0,3922.0,14,0,1074,0,0,0
2026-08-01,BRAKE_PAD_REAR,402.0,3520.0,14,0,1116,0,0,0
2026-08-02,BRAKE_PAD_REAR,378.0,3142.0,14,0,1138,0,0,0
2026-08-03,BRAKE_PAD_REAR,432.0,2710.0,14,0,1109,0,0,0
2026-08-04,BRAKE_PAD_REAR,456.0,2254.0,14,0,1244,0,0,0
2026-08-05,BRAKE_PAD_REAR,420.0,1834.0,14,0,1152,0,0,0
2026-08-06,BRAKE_PAD_REAR,418.0,4320.0,14,0,1134,2904,0,0
2026-08-07,BRAKE_PAD_REAR,356.0,3964.0,19,1,1015,0,0,0
2026-08-08,BRAKE_PAD_REAR,342.0,3622.0,14,0,972,0,0,0
2026-08-09,BRAKE_PAD_REAR,365.0,3257.0,14,0,987,0,0,0
2026-08-10,BRAKE_PAD_REAR,283.0,2974.0,14,0,978,0,1,0
2026-08-11,BRAKE_PAD_REAR,293.0,2681.0,14,0,983,0,1,0
2026-08-12,BRAKE_PAD_REAR,267.0,2414.0,14,0,903,0,1,0
2026-08-13,BRAKE_PAD_REAR,321.0,2093.0,14,0,860,0,0,0
2026-08-14,BRAKE_PAD_REAR,342.0,4320.0,14,0,890,2569,0,0
2026-08-15,BRAKE_PAD_REAR,354.0,3966.0,14,0,955,0,0,0
2026-08-16,BRAKE_PAD_REAR,286.0,3680.0,14,0,826,0,0,0
2026-08-17,BRAKE_PAD_REAR,257.0,3423.0,14,0,777,0,0,0
2026-08-18,BRAKE_PAD_REAR,337.0,3086.0,14,0,879,0,0,0
2026-08-19,BRAKE_PAD_REAR,358.0,2728.0,14,0,933,0,0,0
2026-08-20,BRAKE_PAD_REAR,333.0,2395.0,14,0,889,0,0,0
2026-08-21,BRAKE_PAD_REAR,309.0,2086.0,14,0,867,0,0,0
2026-08-22,BRAKE_PAD_REAR,340.0,4320.0,14,0,926,2574,0,0
2026-08-23,BRAKE_PAD_REAR,318.0,4002.0,14,0,900,0,0,0
2026-08-24,BRAKE_PAD_REAR,290.0,3712.0,14,0,962,0,0,0
2026-08-25,BRAKE_PAD_REAR,345.0,3367.0,14,0,989,0,0,0
2026-08-26,BRAKE_PAD_REAR,398.0,2969.0,14,0,1080,0,0,0
2026-08-27,BRAKE_PAD_REAR,392.0,2577.0,14,0,1139,0,0,0
2026-08-28,BRAKE_PAD_REAR,400.0,2177.0,14,0,1133,0,0,0
2026-08-29,BRAKE_PAD_REAR,366.0,1811.0,14,0,1090,0,0,0
2026-08-30,BRAKE_PAD_REAR,400.0,4320.0,14,0,1088,2909,0,0
2026-08-31,BRAKE_PAD_REAR,401.0,3919.0,14,0,1160,0,0,0
2026-09-01,BRAKE_PAD_REAR,382.0,3537.0,14,0,1100,0,0,0
2025-01-01,OIL_FILTER,640.0,6960.0,8,0,970,0,0,0
2025-01-02,OIL_FILTER,753.0,6207.0,8,0,1108,0,0,0
2025-01-03,OIL_FILTER,659.0,5548.0,8,0,1058,0,0,0
2025-01-04,OIL_FILTER,690.0,4858.0,8,0,1040,0,0,0
2025-01-05,OIL_FILTER,767.0,4091.0,8,0,1204,0,0,0
2025-01-06,OIL_FILTER,708.0,3383.0,8,0,1085,0,0,0
2025-01-07,OIL_FILTER,744.0,7800.0,8,0,1143,5161,0,0
2025-01-08,OIL_FILTER,749.0,7051.0,13,1,1089,0,0,0
2025-01-09,OIL_FILTER,745.0,6306.0,8,0,1172,0,0,0
2025-01-10,OIL_FILTER,648.0,5658.0,8,0,1146,0,1,0
2025-01-11,OIL_FILTER,579.0,5079.0,8,0,1125,0,1,0
2025-01-12,OIL_FILTER,621.0,4458.0,8,0,1075,0,1,0
2025-01-13,OIL_FILTER,727.0,3731.0,8,0,1093,0,0,0
2025-01-14,OIL_FILTER,729.0,3002.0,8,0,1049,0,0,0
2025-01-15,OIL_FILTER,766.0,7800.0,8,0,1070,5564,0,0
2025-01-16,OIL_FILTER,515.0,7285.0,8,0,936,0,0,0
2025-01-17,OIL_FILTER,663.0,6622.0,8,0,1015,0,0,0
2025-01-18,OIL_FILTER,577.0,6045.0,13,1,878,0,0,0
2025-01-19,OIL_FILTER,640.0,5405.0,8,0,951,0,0,0
2025-01-20,OIL_FILTER,594.0,4811.0,8,0,882,0,0,0
2025-01-21,OIL_FILTER,567.0,4244.0,8,0,811,0,0,0
2025-01-22,OIL_FILTER,627.0,3617.0,8,0,881,0,0,0
2025-01-23,OIL_FILTER,484.0,3133.0,8,0,769,0,0,0
2025-01-24,OIL_FILTER,549.0,7800.0,8,0,906,5216,0,0
2025-01-25,OIL_FILTER,535.0,7265.0,8,0,833,0,0,0
2025-01-26,OIL_FILTER,566.0,6699.0,8,0,839,0,0,0
2025-01-27,OIL_FILTER,725.0,5974.0,8,0,976,0,0,0
2025-01-28,OIL_FILTER,585.0,5389.0,8,0,922,0,0,0
2025-01-29,OIL_FILTER,576.0,4813.0,8,0,939,0,0,0
2025-01-30,OIL_FILTER,553.0,4260.0,8,0,929,0,0,0
2025-01-31,OIL_FILTER,633.0,3627.0,8,0,1022,0,0,0
2025-02-01,OIL_FILTER,698.0,2929.0,8,0,1130,0,0,0
2025-02-02,OIL_FILTER,684.0,7800.0,8,0,1052,5555,0,0
2025-02-03,OIL_FILTER,708.0,7092.0,8,0,1096,0,0,0
2025-02-04,OIL_FILTER,696.0,6396.0,8,0,1076,0,0,0
2025-02-05,OIL_FILTER,714.0,5682.0,8,0,1105,0,0,0
2025-02-06,OIL_FILTER,820.0,4862.0,8,0,1197,0,0,0
2025-02-07,OIL_FILTER,768.0,4094.0,8,0,1184,0,0,0
2025-02-08,OIL_FILTER,762.0,3332.0,8,0,1137,0,0,0
2025-02-09,OIL_FILTER,747.0,7800.0,8,0,1155,5215,0,0
2025-02-10,OIL_FILTER,605.0,7195.0,8,0,1163,0,1,0
2025-02-11,OIL_FILTER,598.0,6597.0,8,0,988,0,1,0
2025-02-12,OIL_FILTER,591.0,6006.0,8,0,1050,0,1,0
2025-02-13,OIL_FILTER,759.0,5247.0,8,0,1040,0,0,0
2025-02-14,OIL_FILTER,647.0,4600.0,8,0,1029,0,0,0
2025-02-15,OIL_FILTER,686.0,3914.0,8,0,991,0,0,0
2025-02-16,OIL_FILTER,613.0,3301.0,8,0,965,0,0,0
2025-02-17,OIL_FILTER,663.0,7800.0,8,0,960,5162,0,0
2025-02-18,OIL_FILTER,635.0,7165.0,8,0,977,0,0,0
2025-02-19,OIL_FILTER,533.0,6632.0,8,0,765,0,0,0
2025-02-20,OIL_FILTER,650.0,5982.0,13,1,915,0,0,0
2025-02-21,OIL_FILTER,529.0,5453.0,8,0,838,0,0,0
2025-02-22,OIL_FILTER,526.0,4927.0,8,0,795,0,0,0
2025-02-23,OIL_FILTER,571.0,4356.0,8,0,881,0,0,0
2025-02-24,OIL_FILTER,489.0,3867.0,8,0,748,0,0,0
2025-02-25,OIL_FILTER,521.0,3346.0,8,0,815,0,0,0
2025-02-26,OIL_FILTER,646.0,2700.0,8,0,977,0,0,0
2025-02-27,OIL_FILTER,566.0,7800.0,8,0,857,5666,0,0
2025-02-28,OIL_FILTER,614.0,7186.0,8,0,928,0,0,0
2025-03-01,OIL_FILTER,604.0,6582.0,8,0,944,0,0,0
2025-03-02,OIL_FILTER,654.0,5928.0,8,0,995,0,0,0
2025-03-03,OIL_FILTER,706.0,5222.0,8,0,1063,0,0,0
2025-03-04,OIL_FILTER,633.0,4589.0,8,0,1045,0,0,0
2025-03-05,OIL_FILTER,581.0,4008.0,8,0,1005,0,0,0
2025-03-06,OIL_FILTER,800.0,3208.0,8,0,1171,0,0,0
2025-03-07,OIL_FILTER,710.0,7800.0,8,0,1020,5302,0,0
2025-03-08,OIL_FILTER,703.0,7097.0,8,0,1178,0,0,0
2025-03-09,OIL_FILTER,693.0,6404.0,8,0,1083,0,0,0
2025-03-10,OIL_FILTER,591.0,5813.0,8,0,1146,0,1,0
2025-03-11,OIL_FILTER,652.0,5161.0,8,0,1163,0,1,0
2025-03-12,OIL_FILTER,594.0,4567.0,8,0,1101,0,1,0
2025-03-13,OIL_FILTER,745.0,3822.0,8,0,1144,0,0,0
2025-03-14,OIL_FILTER,738.0,3084.0,8,0,1133,0,0,0
2025-03-15,OIL_FILTER,684.0,7800.0,8,0,1037,5400,0,0
2025-03-16,OIL_FILTER,688.0,7112.0,8,0,1003,0,0,0
2025-03-17,OIL_FILTER,702.0,6410.0,8,0,963,0,0,0
2025-03-18,OIL_FILTER,638.0,5772.0,8,0,1009,0,0,0
2025-03-19,OIL_FILTER,657.0,5115.0,8,0,993,0,0,0
2025-03-20,OIL_FILTER,659.0,4456.0,13,1,1013,0,0,0
2025-03-21,OIL_FILTER,530.0,3926.0,8,0,843,0,0,0
2025-03-22,OIL_FILTER,616.0,3310.0,8,0,921,0,0,0
